recording_id,label,t_ms,ax,ay,az,gx,gy,gz
28,idle,560,-0.05906,0.00974,0.99808,-1.897,2.419,0.822
28,idle,580,-0.02742,-0.02728,1.01392,1.226,3.407,-2.57
28,idle,600,-0.02914,0.00335,1.01358,0.388,-0.914,-0.569
28,idle,620,-0.02096,-0.01256,0.94418,-1.908,2.382,0.224
28,idle,640,-0.01723,-0.0447,1.00253,0.407,-1.283,1.774
28,idle,660,-0.01969,0.02724,0.98987,0.102,1.008,0.528
28,idle,680,-0.0428,0.01719,0.97235,2.607,0.44,2.329
28,idle,700,0.01219,-0.03326,0.98608,-1.509,-0.255,2.306
28,idle,720,-0.02696,0.0399,0.9923,-2.011,-0.188,0.994
28,idle,740,0.01527,0.01449,0.9993,-1.031,-1.921,1.985
28,idle,760,0.01438,0.06282,0.98706,-1.334,1.328,1.16
28,idle,780,-0.00451,-0.00818,1.00392,-0.558,-0.374,2.023
28,idle,800,-0.06014,-0.01037,1.01305,0.28,0.638,1.46
28,idle,820,-0.00414,0.00966,0.99735,0.281,-2.46,-2.003
28,idle,840,0.01829,0.01065,0.97169,-1.365,-1.525,2.372
28,idle,860,-0.03963,0.03142,0.99937,-0.512,1.15,0.942
28,idle,880,-0.02569,0.00623,1.02065,-0.636,-1.745,-0.856
28,idle,900,-0.03212,-0.01328,0.99875,-3.41,0.177,0.193
28,idle,920,-0.00524,-0.0882,1.00001,1.877,-0.785,1.281
28,idle,940,-0.03447,0.00334,1.00738,-2.678,-0.602,-0.485
28,idle,960,-0.03629,-0.03088,1.00965,1.507,-1.563,0.62
28,idle,980,0.00206,0.02957,1.00139,0.511,1.119,-0.452
29,idle,0,0.03025,-0.02532,1.00161,-1.2,0.532,-0.574
29,idle,20,0.0254,0.00356,1.00939,0.227,2.212,0.546
29,idle,40,0.04996,-0.06604,0.99856,-0.52,-0.257,-1.133
29,idle,60,0.03169,0.06584,0.98075,1.902,-1.123,-0.822
29,idle,80,0.05225,0.01124,1.00145,1.327,-1.927,2.017
29,idle,100,0.00834,0.05203,1.01107,1.044,0.322,-1.316
29,idle,120,0.00875,0.01292,1.02751,-0.347,0.242,0.383
29,idle,140,0.07302,-0.06614,0.97186,-1.724,-2.608,-0.177
29,idle,160,0.00674,-0.01695,1.00825,2.759,2.364,0.491
29,idle,180,-0.01827,0.00543,1.04141,1.64,0.282,1.752
29,idle,200,0.01059,-0.01956,0.99588,-2.893,-0.48,-0.085
29,idle,220,0.00908,-0.00168,0.99543,2.832,-0.3,1.081
29,idle,240,0.03459,0.02033,0.96806,0.683,0.834,0.739
29,idle,260,0.02865,-0.05477,0.98581,1.427,1.877,-1.116
29,idle,280,0.01586,-0.02152,0.96605,-1.185,1.315,1.32
29,idle,300,0.03648,-0.01171,1.01004,0.889,-0.299,1.267
29,idle,320,0.05133,0.05857,0.97486,-0.976,0.456,-3.186
29,idle,340,0.03562,-0.0404,0.99786,1.901,2.238,-1.051
29,idle,360,0.03679,-0.0031,0.97769,-4.23,2.029,2.226
29,idle,380,0.07088,-0.03576,0.97914,1.102,-0.179,-0.734
29,idle,400,0.06729,-0.01655,0.95234,-3.217,2.359,0.689
29,idle,420,0.01972,0.00814,0.96392,0.884,-0.417,1.656
29,idle,440,0.04154,0.03613,1.04064,-1.768,2.757,1.602
29,idle,460,0.0171,0.00428,0.98439,1.108,-1.995,-0.109
29,idle,480,0.04159,-0.02334,0.98604,1.625,1.578,-1.188
29,idle,500,0.04485,-0.03524,0.99476,0.854,1.711,2.155
29,idle,520,0.02729,-0.08884,0.97402,-0.235,-0.514,-0.456
29,idle,540,0.03092,-0.01281,0.9614,1.169,-0.803,3.255
29,idle,560,0.06649,0.0401,0.99447,-0.716,0.768,2.761
29,idle,580,0.03324,0.03555,1.02413,-0.466,0.053,-0.165
29,idle,600,0.03536,-0.03366,1.02431,-0.698,-0.204,-1.808
29,idle,620,0.04125,-0.05364,0.98954,-2.787,-1.5,0.546
29,idle,640,0.02982,0.08916,0.99885,-0.741,-0.369,0.484
29,idle,660,0.04177,-0.04835,0.98394,-0.053,-1.226,-1.316
29,idle,680,0.0384,-0.0494,1.01898,-0.728,2.43,-1.1
29,idle,700,0.0173,0.05109,1.00387,-0.281,-0.126,-0.142
29,idle,720,0.04578,0.05904,0.99273,-1.044,1.597,2.24
29,idle,740,0.03142,-0.04636,1.0349,-2.589,1.556,-1.951
29,idle,760,0.04056,0.00592,1.00323,0.908,-1.02,0.576
29,idle,780,0.01376,0.03187,0.97089,0.217,0.539,1.147
29,idle,800,0.03499,0.01502,1.00578,-1.433,-1.071,1.343
29,idle,820,0.04112,0.04366,1.00051,-1.234,1.306,-0.255
29,idle,840,0.02791,-0.01198,0.99588,0.668,-0.766,-2.214
29,idle,860,0.03651,0.00773,0.97944,0.105,0.118,1.238
29,idle,880,-0.00886,0.02631,1.0319,0.961,-0.096,1.308
29,idle,900,0.01634,0.00349,1.01347,-0.62,-0.187,-1.354
29,idle,920,0.04027,-0.02463,0.98916,-0.398,0.571,2.023
29,idle,940,0.0592,-0.0259,0.99683,-0.184,-0.469,-2.66
29,idle,960,0.05945,0.058,1.00268,-1.893,-1.02,-1.5
29,idle,980,0.02448,-0.02416,0.96135,-0.661,0.349,2.674
30,idle,0,0.11637,0.03548,1.00504,-0.15,3.534,0.447
30,idle,20,0.13931,0.01059,1.00935,1.06,0.323,2.561
30,idle,40,0.12347,-0.02169,1.0062,-2.139,1.673,1.809
30,idle,60,0.12214,-0.03425,0.99409,-2.504,-0.223,0.131
30,idle,80,0.13636,-0.05868,0.99686,-2.65,0.702,1.922
30,idle,100,0.11646,0.01759,1.01583,0.176,0.344,1.124
30,idle,120,0.11063,-0.03964,1.04354,2.162,-1.599,-0.645
30,idle,140,0.14384,-0.03907,1.02331,0.19,-1.137,0.898
30,idle,160,0.11403,-0.03036,1.01988,-0.234,0.162,1.432
30,idle,180,0.09673,-0.02785,1.01999,-3.808,0.754,0.515
30,idle,200,0.13852,-0.04242,1.01747,1.611,-2.37,0.398
30,idle,220,0.10991,0.02083,0.99978,1.296,-0.45,0.73
30,idle,240,0.11199,0.01391,1.03061,0.08,0.084,-2.668
30,idle,260,0.10657,0.0103,0.98629,2.12,-2.955,-0.269
30,idle,280,0.13143,-0.03987,0.99391,-1.383,0.039,-0.891
30,idle,300,0.12306,-0.0183,1.00556,-0.074,-0.816,0.421
30,idle,320,0.13077,0.00306,0.98068,-0.442,-0.464,1.535
30,idle,340,0.11081,0.06111,0.97264,-0.292,-1.504,1.57
30,idle,360,0.13853,-0.01065,0.97612,-1.559,-1.133,-0.139
30,idle,380,0.07754,0.05355,0.9927,-2.883,1.206,1.374
30,idle,400,0.12454,-0.01084,1.00437,0.453,1.283,-0.187
30,idle,420,0.13494,0.03222,0.99654,0.465,-0.858,0.171
30,idle,440,0.10809,-0.00673,0.96836,-2.49,-0.428,2.748
30,idle,460,0.14111,-0.03896,0.98558,-1.074,-0.056,1.871
30,idle,480,0.11887,-0.04152,0.99803,-1.207,-0.057,0.695
30,idle,500,0.13092,0.00114,0.9834,2.259,-1.012,-0.662
30,idle,520,0.13746,-0.02106,0.98803,0.151,0.938,-4.41
30,idle,540,0.15349,-0.01577,1.02079,2.629,-1.419,2.858
30,idle,560,0.14587,0.00168,0.99092,-1.149,-0.749,-0.002
30,idle,580,0.1051,-0.01863,0.98293,0.207,-1.827,-0.254
30,idle,600,0.15175,0.01981,1.03568,-0.954,-0.69,-2.787
30,idle,620,0.10164,0.02029,0.98991,-1.761,-1.275,0.548
30,idle,640,0.14204,-0.00037,0.98445,-2.123,0.434,1.872
30,idle,660,0.17055,-0.01238,1.01432,2.246,1.617,0.109
30,idle,680,0.1211,-0.01931,1.01593,0.802,-0.08,3.384
30,idle,700,0.1191,-0.02575,0.99406,0.06,-0.385,-1.079
30,idle,720,0.0856,-0.00539,1.02991,-2.604,2.121,-0.037
30,idle,740,0.10059,0.03887,1.00013,-2.723,0.352,0.086
30,idle,760,0.13228,0.01651,1.00732,-0.578,-2.538,1.404
30,idle,780,0.14994,-0.03394,1.02051,1.081,0.98,-0.103
30,idle,800,0.12043,0.03132,1.0101,-1.067,-0.824,-3.154
30,idle,820,0.08211,-0.02331,1.01892,-0.556,1.169,-1.902
30,idle,840,0.15747,0.01497,0.9989,-0.623,-1.129,0.419
30,idle,860,0.13072,-0.01019,0.99924,-2.861,1.2,0.024
30,idle,880,0.11239,0.02156,0.99144,-1.829,-0.726,0.172
30,idle,900,0.15044,-0.01401,0.95633,-2.112,0.277,-2.63
30,idle,920,0.12712,-0.0229,0.99758,-1.114,1.122,-1.835
30,idle,940,0.1338,0.01803,1.00445,0.368,-0.257,-0.903
30,idle,960,0.13426,-0.01396,1.01569,2.88,0.554,1.125
30,idle,980,0.11812,-0.01585,0.98369,-0.659,-1.03,-1.275
31,idle,0,0.042,0.02871,0.98129,1.227,0.571,2.264
31,idle,20,0.01843,0.05957,1.0082,2.244,-2.822,-0.067
31,idle,40,0.0417,0.01895,0.99884,1.682,0.728,0.146
31,idle,60,0.03231,-0.04679,0.9835,-0.751,-1.439,1.387
31,idle,80,0.0697,0.01951,1.00172,-0.138,-1.192,0.642
31,idle,100,0.03381,0.03395,0.99223,1.578,0.123,0.29
31,idle,120,0.04734,-0.01298,0.98147,0.602,0.577,-0.988
31,idle,140,0.02661,0.03084,0.98352,3.79,1.828,-1.773
31,idle,160,0.05863,-0.02178,1.00748,-3.68,-0.293,0.211
31,idle,180,-0.00578,0.0352,1.04671,-0.778,1.279,3.811
31,idle,200,0.03943,-0.02723,1.05137,-0.992,-0.93,2.381
31,idle,220,0.04635,-0.05448,1.0113,0.004,0.942,-0.852
31,idle,240,0.05216,-0.02256,1.01264,0.603,-1.156,-2.659
31,idle,260,0.02327,0.00066,0.97004,0.417,-1.048,-3.143
31,idle,280,0.02081,-0.01226,1.00074,-0.671,1.76,1.839
31,idle,300,0.06233,0.06544,1.01375,-2.199,-1.336,0.685
31,idle,320,0.06015,0.03412,0.98788,-0.549,-1.99,-1.616
31,idle,340,0.0269,0.04568,0.97435,-1.603,1.857,-1.105
31,idle,360,0.04765,-0.01903,0.98326,0.539,-0.896,-1.301
31,idle,380,0.035,0.05143,1.04925,0.821,-0.79,0.423
31,idle,400,0.02367,-0.03805,1.02643,1.133,2.402,1.778
31,idle,420,0.04034,-0.02106,0.98244,-0.668,-1.661,0.486
31,idle,440,0.05894,0.02208,0.99495,1.097,-1.358,-1.523
31,idle,460,0.04638,-0.03342,0.98218,0.224,-1.395,-0.312
31,idle,480,0.05174,-0.05165,0.97771,1.503,0.797,1.102
31,idle,500,0.06377,-0.04097,1.01241,-2.233,-0.454,0.132
31,idle,520,0.03729,0.00894,0.97184,2.332,-0.445,-1.054
31,idle,540,0.03055,0.04621,0.9879,-0.25,-0.175,0.221
31,idle,560,0.02646,0.03494,0.99659,0.32,-0.081,-1.131
31,idle,580,0.04701,0.02717,0.98575,-1.181,-0.619,3.96
31,idle,600,0.03371,0.01868,1.01652,-2.098,-1.643,-0.245
31,idle,620,0.05643,-0.02639,1.0282,-0.31,1.085,-0.993
31,idle,640,0.04735,0.04174,0.9999,-1.572,3.64,0.515
31,idle,660,0.03805,0.06736,1.01107,-1.367,0.728,0.654
31,idle,680,0.03814,0.01836,1.00911,-0.889,0.44,-1.384
31,idle,700,0.00597,-0.00058,0.99932,-2.603,-0.376,2.206
31,idle,720,0.00458,-0.00898,0.9971,1.518,1.541,0.182
31,idle,740,0.05012,0.02138,1.0173,-0.198,0.051,0.282
31,idle,760,0.03603,-0.01474,0.99115,-2.73,-1.812,-1.117
31,idle,780,0.02988,0.06046,1.0182,0.108,-0.926,1.337
31,idle,800,0.0073,-0.02113,0.99035,-2.123,-0.014,0.384
31,idle,820,0.07072,-0.02881,0.98294,-0.519,1.145,4.189
31,idle,840,0.028,-0.0063,0.99776,-0.327,-0.641,-0.64
31,idle,860,0.02664,0.06665,1.05327,0.592,-1.634,-0.605
31,idle,880,0.04363,0.00804,0.96956,-1.82,0.863,0.603
31,idle,900,0.06529,-0.03342,1.01874,2.188,-0.148,-1.512
31,idle,920,0.01131,0.00996,0.98576,-0.768,-0.463,0.537
31,idle,940,0.07736,-0.00747,0.98977,1.692,-2.314,1.861
31,idle,960,0.01699,0.03334,0.95688,1.063,0.543,1.112
31,idle,980,0.02165,-0.00727,1.02047,2.889,-1.622,1.46
32,idle,0,0.11823,0.02709,1.01792,1.596,2.029,-0.014
32,idle,20,0.13687,-0.06544,1.00001,1.947,-0.645,0.115
32,idle,40,0.11966,0.06234,0.98564,-1.566,1.912,-2.212
32,idle,60,0.15242,0.05376,1.0213,3.146,1.166,-0.628
32,idle,80,0.13096,0.01158,0.98545,0.272,-3.616,-2.742
32,idle,100,0.15782,-0.05138,1.02085,1.313,-1.648,2.943
32,idle,120,0.1543,0.065,1.00512,0.017,-1.336,-2.701
32,idle,140,0.18208,-0.04408,0.98654,0.579,-0.162,-0.744
32,idle,160,0.14708,-0.02505,1.02265,0.255,-0.187,-1.235
32,idle,180,0.11242,0.04903,0.97924,1.803,-2.167,-0.158
32,idle,200,0.133,-0.03094,0.99707,2.793,0.016,-0.73
32,idle,220,0.15234,0.00201,1.03044,-1.39,0.168,0.657
32,idle,240,0.13735,0.03381,0.98504,0.059,-0.079,1.252
32,idle,260,0.10919,0.03195,0.97556,-0.838,0.06,-0.847
32,idle,280,0.13889,0.00081,0.98921,0.945,0.828,-0.299
32,idle,300,0.12714,-0.02295,0.99082,2.377,-0.286,-0.795
32,idle,320,0.1371,0.03268,1.01358,0.181,-0.649,1.878
32,idle,340,0.14038,0.05645,1.0204,-0.037,-0.674,-0.621
32,idle,360,0.13578,0.04492,0.99239,1.336,1.147,-1.294
32,idle,380,0.15415,-0.01113,1.0027,-0.153,1.298,-0.449
32,idle,400,0.13708,-0.00889,1.00618,-2.606,-0.828,-1.139
32,idle,420,0.09954,0.0518,1.02072,-2.449,0.377,-1.789
32,idle,440,0.1441,0.02976,0.99267,0.407,-0.268,0.491
32,idle,460,0.11891,0.016,1.03696,-2.857,1.821,0.668
32,idle,480,0.14247,0.03933,0.98927,-2.022,0.071,2.293
32,idle,500,0.13676,0.01248,0.99171,-0.211,1.04,2.629
32,idle,520,0.18208,0.01909,1.01333,0.402,-1.699,-1.015
32,idle,540,0.11808,0.03367,0.98811,1.931,0.246,0.704
32,idle,560,0.15376,0.01087,1.00504,1.692,-1.795,-0.836
32,idle,580,0.14853,0.0312,1.00226,-0.973,0.711,-1.945
32,idle,600,0.14167,0.02563,0.98127,-1.039,0.795,1.598
32,idle,620,0.09328,-0.02442,1.01017,-0.841,-0.305,1.901
32,idle,640,0.1345,0.06781,1.02179,-0.58,-1.71,3.682
32,idle,660,0.13054,-0.04124,0.98448,0.53,1.448,-0.734
32,idle,680,0.12616,-0.05069,1.0061,-2.503,0.406,1.724
32,idle,700,0.1318,-0.01746,0.99151,1.956,-0.784,-0.375
32,idle,720,0.1612,0.05696,1.01646,-1.647,2.071,3.137
32,idle,740,0.17119,0.02544,1.00295,-1.168,1.547,-0.694
32,idle,760,0.15281,-0.04886,0.99061,1.213,-0.049,-1.639
32,idle,780,0.12443,0.00076,1.00156,-1.522,1.374,-0.274
32,idle,800,0.16079,-0.02436,1.03099,0.286,0.613,2.302
32,idle,820,0.1369,0.00076,1.00451,-1.288,-0.93,-0.368
32,idle,840,0.14744,0.05872,1.01169,0.696,-0.783,1.525
32,idle,860,0.13823,0.02495,1.02814,0.627,-1.251,-3.036
32,idle,880,0.12611,0.01199,0.99346,0.491,-0.771,-0.927
32,idle,900,0.11134,-0.00572,1.02213,1.866,-1.17,2.313
32,idle,920,0.13244,-0.02904,0.99596,0.955,0.957,0.591
32,idle,940,0.11183,-0.0389,0.98371,-0.241,2.555,0.353
32,idle,960,0.17423,0.03569,0.98467,2.705,1.349,-0.915
32,idle,980,0.15182,-0.01163,0.98254,0.329,-1.028,-2.103
33,idle,0,-0.07346,-0.04241,0.98298,0.801,-0.469,0.04
33,idle,20,-0.11689,-0.00662,1.02133,0.163,1.741,0.356
33,idle,40,-0.06284,-0.03453,0.97471,-0.964,-0.189,-1.927
33,idle,60,-0.03901,-0.00244,1.01163,-2.769,2.89,1.777
33,idle,80,-0.12189,-0.01495,1.00228,-1.584,-0.276,1.62
33,idle,100,-0.04942,-0.00731,1.02591,0.96,-0.983,1.552
33,idle,120,-0.08647,-0.04143,1.02592,0.264,2.813,0.112
33,idle,140,-0.0592,-0.00559,0.99921,1.064,-0.609,-1.187
33,idle,160,-0.10195,0.03476,0.98329,-0.633,2.201,-2.059
33,idle,180,-0.05361,-0.00119,1.00192,0.314,-2.321,-1.73
33,idle,200,-0.0688,0.02096,0.99186,1.154,0.128,1.019
33,idle,220,-0.08025,-0.00303,1.01289,-0.409,-0.501,0.643
33,idle,240,-0.05607,0.02064,0.98467,1.148,-0.094,-2.46
33,idle,260,-0.0893,0.00477,1.00539,1.411,0.261,-0.609
33,idle,280,-0.05334,0.06187,1.02426,1.746,1.265,1.193
33,idle,300,-0.09971,-0.03869,1.02103,4.057,0.436,-1.348
33,idle,320,-0.07372,0.00544,1.03604,0.123,-2.399,1.736
33,idle,340,-0.10291,0.07186,0.96447,1.17,-1.895,5.746
33,idle,360,-0.04861,0.00351,0.95162,0.66,-0.335,2.14
33,idle,380,-0.07829,-0.01523,0.99038,-0.31,1.29,1.918
33,idle,400,-0.07284,0.02315,1.01964,-1.642,-1.075,1.121
33,idle,420,-0.06664,0.05391,1.03214,-0.534,0.351,-0.882
33,idle,440,-0.06641,-0.04039,0.98291,0.02,-2.318,-2.327
33,idle,460,-0.07507,0.04585,0.97944,2.74,2.972,0.649
33,idle,480,-0.06811,-0.01549,0.98012,-1.062,0.142,0.218
33,idle,500,-0.06637,0.04353,1.01729,1.106,2.938,-0.308
33,idle,520,-0.08385,0.00787,0.98873,-0.982,-3.18,0.617
33,idle,540,-0.05314,0.00764,0.976,-1.559,-2.469,0.347
33,idle,560,-0.06549,-0.03867,1.03274,2.609,0.095,0.614
33,idle,580,-0.05655,0.0501,1.01131,0.66,0.879,2.018
33,idle,600,-0.09901,0.0644,0.97396,-0.246,1.886,-1.692
33,idle,620,-0.05922,0.03154,0.95898,-1.676,3.187,0.696
33,idle,640,-0.0781,-0.02606,1.00459,0.759,2.608,0.568
33,idle,660,-0.06411,0.02222,0.98173,0.14,-1.909,-2.0
33,idle,680,-0.0928,-0.03875,0.98182,-1.301,0.896,0.819
33,idle,700,-0.06813,-0.06136,1.01199,-0.72,0.608,-1.624
33,idle,720,-0.10152,0.00788,0.98673,1.518,1.32,0.553
33,idle,740,-0.10579,-0.07771,1.00317,1.642,1.453,1.219
33,idle,760,-0.08491,0.01969,0.94692,1.688,2.613,1.5
33,idle,780,-0.09352,0.04353,1.01317,-0.009,0.569,-0.897
33,idle,800,-0.04105,-0.0112,0.99076,-0.51,1.166,-1.411
33,idle,820,-0.0675,-0.045,1.02326,-0.601,-0.486,0.489
33,idle,840,-0.05905,0.03629,1.01844,-2.084,2.068,2.924
33,idle,860,-0.10391,-0.0473,1.04717,-0.931,-0.929,3.089
33,idle,880,-0.0317,-0.01061,1.03095,2.671,1.141,0.003
33,idle,900,-0.08963,0.03637,0.96165,-2.476,1.436,0.561
33,idle,920,-0.05038,0.05567,1.01721,-3.449,0.125,2.632
33,idle,940,-0.08549,-0.04648,1.00387,-0.495,1.174,-0.275
33,idle,960,-0.06537,0.01755,1.01078,-0.295,-2.1,0.78
33,idle,980,-0.0732,-0.04121,0.99651,0.647,-1.17,-1.224
34,idle,0,0.04501,0.03414,0.99267,0.162,3.267,-0.434
34,idle,20,0.03947,0.06218,0.96903,2.141,1.276,1.095
34,idle,40,0.01293,-0.00166,1.00929,-2.43,0.111,0.691
34,idle,60,0.07532,0.0095,0.97378,2.301,-1.455,-2.457
34,idle,80,0.0685,0.00902,1.01074,-0.912,-0.196,-1.189
34,idle,100,0.04788,0.01578,1.02948,-3.67,0.6,0.345
34,idle,120,0.05327,-0.0145,0.97511,-1.202,2.076,1.589
34,idle,140,0.04152,0.00896,0.9828,1.277,1.314,-0.667
34,idle,160,0.02667,0.01343,1.0251,-0.559,1.886,1.715
34,idle,180,0.02897,0.06332,0.98236,0.708,-0.05,-1.385
34,idle,200,0.05741,-0.03066,0.95302,-0.508,0.815,-1.946
34,idle,220,0.05326,-0.07673,0.99596,-0.135,0.645,-0.228
34,idle,240,0.07974,0.0057,1.00895,-0.93,0.574,-1.252
34,idle,260,0.06304,-0.0079,1.02115,0.491,1.17,-0.066
34,idle,280,0.05184,0.01388,0.98314,-0.387,-1.13,0.807
34,idle,300,0.06356,0.00028,0.98609,1.795,-0.182,-2.848
34,idle,320,0.0534,-0.00267,0.99499,-2.109,-0.677,1.623
34,idle,340,0.05579,-0.00544,0.99508,-1.344,1.097,-2.995
34,idle,360,0.04964,-0.06831,1.02019,1.277,1.957,-1.262
34,idle,380,0.0169,-0.00865,0.97528,1.384,0.207,0.62
34,idle,400,0.0147,-0.03318,0.99734,2.371,-1.476,-0.309
34,idle,420,0.05636,0.04117,1.0165,-2.881,-0.531,1.875
34,idle,440,0.11542,0.03247,1.02438,0.479,-0.594,-1.042
34,idle,460,0.01029,0.04964,1.00042,1.073,-0.626,-0.838
34,idle,480,0.06303,-0.04676,0.97094,-1.855,-1.632,0.971
34,idle,500,0.02936,0.02624,0.97545,-1.026,3.192,-2.688
34,idle,520,0.0475,0.01687,1.00515,-1.108,-2.207,2.344
34,idle,540,0.06433,-0.02108,1.01038,-0.21,2.799,-3.385
34,idle,560,0.04861,-0.01226,1.03478,-0.313,-1.703,-0.08
34,idle,580,0.03403,0.04385,0.99406,-2.343,-1.169,-1.506
34,idle,600,0.07041,0.00533,1.02624,0.683,-1.606,0.029
34,idle,620,0.05986,0.00244,0.99358,-0.187,-1.736,2.467
34,idle,640,0.06625,-0.0192,0.99495,-1.911,2.288,-0.786
34,idle,660,0.04286,-0.00221,1.05479,-1.546,0.357,1.606
34,idle,680,0.01902,-0.02411,0.96301,-1.302,0.79,-0.277
34,idle,700,0.01881,-0.026,1.02741,0.088,-0.333,-1.373
34,idle,720,0.08833,0.04899,0.96818,-0.452,-0.124,-1.128
34,idle,740,0.02103,-0.05215,1.01213,1.972,-0.756,0.024
34,idle,760,0.08909,0.03307,1.01879,-0.468,-1.936,1.271
34,idle,780,0.05995,-0.02639,0.98076,1.856,1.28,-1.216
34,idle,800,0.05622,-0.00876,1.0282,-0.191,-1.338,2.117
34,idle,820,0.04411,0.01001,1.00694,-0.059,-0.637,0.652
34,idle,840,0.07203,-0.0551,0.99645,0.235,1.598,-1.084
34,idle,860,0.0798,-0.06976,0.99081,-0.654,0.273,1.353
34,idle,880,0.07878,-0.02182,0.96233,-1.417,-0.836,-2.972
34,idle,900,0.05312,0.0421,1.00552,0.08,-3.673,-0.884
34,idle,920,0.08193,-0.03204,0.99523,1.343,0.768,1.643
34,idle,940,0.06713,-0.00342,1.04494,-0.056,3.187,-1.313
34,idle,960,0.02917,-0.0111,1.01893,1.274,-0.754,1.216
34,idle,980,0.05057,0.00565,0.98447,0.799,2.927,-1.691
35,idle,0,0.11972,0.01704,1.01971,1.057,-0.682,-1.129
35,idle,20,0.06749,-0.00128,0.98021,1.164,0.4,1.256
35,idle,40,0.08069,0.0487,0.98087,0.716,0.286,0.163
35,idle,60,0.11362,0.02661,0.97854,4.393,0.335,-2.553
35,idle,80,0.08554,-0.06908,1.01618,-0.422,-2.747,-1.682
35,idle,100,0.06568,0.01632,0.99392,-0.1,-0.316,0.916
35,idle,120,0.09967,0.03107,1.02298,-1.751,-0.929,-0.141
35,idle,140,0.07193,0.06355,1.03984,2.133,1.847,-1.482
35,idle,160,0.10537,-0.02335,0.99775,-0.205,0.899,-0.479
35,idle,180,0.07638,-0.09171,1.00221,2.745,2.116,-3.775
35,idle,200,0.13059,-0.01586,1.00317,-0.387,0.71,0.876
35,idle,220,0.07302,-0.04376,0.96393,-1.284,-0.713,-0.724
35,idle,240,0.1169,-0.0453,0.9924,-1.447,-1.037,0.625
35,idle,260,0.12322,-0.02263,0.9773,-1.239,-1.833,1.413
35,idle,280,0.06527,-0.01843,0.99358,-0.565,1.419,-1.001
35,idle,300,0.10051,0.06062,0.99877,2.265,1.37,-0.638
35,idle,320,0.07732,0.00331,1.00783,0.477,1.376,-2.793
35,idle,340,0.11748,-0.00803,1.04593,3.537,-0.708,0.14
35,idle,360,0.09833,0.00595,1.00285,-2.71,0.107,2.071
35,idle,380,0.083,0.01391,1.04504,0.891,0.102,-0.965
35,idle,400,0.09758,0.02384,1.01733,-0.435,3.224,-1.038
35,idle,420,0.0854,0.02524,0.99106,0.546,-0.141,0.525
35,idle,440,0.09857,0.02783,0.96245,1.138,1.021,0.476
35,idle,460,0.06817,-0.04022,1.00666,-0.114,-0.614,-1.413
35,idle,480,0.06614,-0.03894,1.01755,-0.591,0.436,0.551
35,idle,500,0.09528,0.02576,1.01334,-2.364,0.781,0.73
35,idle,520,0.07544,-0.06119,0.9739,-2.654,1.992,-0.83
35,idle,540,0.08767,0.02207,0.99963,-2.273,-1.049,-0.897
35,idle,560,0.11524,0.04028,1.01418,1.526,-0.535,0.645
35,idle,580,0.08521,0.03734,1.04134,-0.017,-0.209,0.227
35,idle,600,0.09708,-0.01449,0.99389,-1.816,0.219,1.506
35,idle,620,0.10328,0.02844,0.9817,0.742,-0.169,-1.616
35,idle,640,0.07874,-0.00514,0.9742,1.427,0.287,1.009
35,idle,660,0.09804,0.04962,0.98502,-1.754,1.532,-1.108
35,idle,680,0.09507,-0.00601,1.00251,0.806,1.692,1.375
35,idle,700,0.08151,0.06341,0.99539,-0.34,0.389,1.86
35,idle,720,0.10417,0.01816,1.00917,1.47,-0.511,-1.391
35,idle,740,0.08531,0.01074,0.98927,-0.339,-2.136,1.514
35,idle,760,0.0999,0.01635,1.00715,-0.585,1.188,-0.548
35,idle,780,0.1184,0.01228,1.02136,-1.584,0.146,-0.618
35,idle,800,0.13304,-0.04256,1.01042,-1.04,0.824,-0.585
35,idle,820,0.10137,0.0453,0.97145,2.493,-2.437,-1.41
35,idle,840,0.06246,-0.01616,1.02064,1.147,0.699,-0.503
35,idle,860,0.07203,0.02436,1.01382,1.595,-4.213,0.816
35,idle,880,0.07734,0.00739,0.9942,-0.724,-2.369,0.854
35,idle,900,0.10617,0.00268,1.00192,0.264,-1.05,-2.562
35,idle,920,0.11734,-0.04297,1.0417,-2.458,1.832,-0.639
35,idle,940,0.13796,-0.00045,1.00978,0.339,-0.465,1.427
35,idle,960,0.13041,0.07987,0.97509,-3.343,-1.016,2.135
35,idle,980,0.10117,0.00765,1.00109,-0.256,1.209,-0.986
36,idle,0,-0.09152,-0.03248,0.95586,-0.427,-3.254,0.213
36,idle,20,-0.08529,-0.01459,0.97978,0.504,2.417,0.628
36,idle,40,-0.09792,-0.06407,0.98996,-0.251,2.079,-0.286
36,idle,60,-0.09966,-0.01585,1.01614,-0.828,2.182,0.502
36,idle,80,-0.10521,0.01323,1.02122,-2.089,-1.146,0.756
36,idle,100,-0.06944,-0.00595,0.98429,0.083,2.875,-1.741
36,idle,120,-0.07376,-0.00309,0.9902,-0.041,1.012,-2.522
36,idle,140,-0.09313,-0.00776,1.0204,2.221,0.54,-2.945
36,idle,160,-0.096,0.0309,1.019,-1.514,1.169,1.749
36,idle,180,-0.08393,0.02127,1.00213,-0.691,1.687,1.624
36,idle,200,-0.08895,-0.01042,1.04124,2.01,2.656,0.064
36,idle,220,-0.0986,-0.03569,0.98949,1.664,-0.983,0.149
36,idle,240,-0.07208,-0.03346,0.99289,2.188,0.353,-0.4
36,idle,260,-0.09839,-0.03035,1.0036,0.791,-3.887,-1.05
